author,programming_language,hash,repo_url,severity,cvss2_integrity_impact,cvss3_integrity_impact,impact_score
Bert JW Regeer,Python,8eba394ad75deaf9e5cd15b78a3d16b12e6b0eba,https://github.com/Pylons/waitress,MEDIUM,PARTIAL,HIGH,3.6
Bert JW Regeer,Python,575994cd42e83fd772a5f7ec98b2c56751bd3f65,https://github.com/Pylons/waitress,MEDIUM,PARTIAL,HIGH,3.6
Prasath Mani,PHP,9a499734c5084e3c2eb505f100d50baac1793bd8,https://github.com/prasathmani/tinyfilemanager,MEDIUM,PARTIAL,HIGH,5.9
febinrev,PHP,2046bbde72ed76af0cfdcae082de629bcc4b44c7,https://github.com/prasathmani/tinyfilemanager,MEDIUM,PARTIAL,HIGH,5.9
joaogmauricio,PHP,154947ef83efeb68fc2b921065392b6a7fc9c965,https://github.com/prasathmani/tinyfilemanager,HIGH,PARTIAL,HIGH,5.9
Jack Grigg,C++,c1fbf8ab5d73cff5e1f45236995857c75ba4128d,https://github.com/zcash/zcash,MEDIUM,NONE,NONE,1.4
Franck Danard,PHP,99e5aa0050224289cfe64c9036f38ce2531bf633,https://github.com/FreePBX/contactmanager,MEDIUM,PARTIAL,LOW,2.7
Franck Danard,PHP,071a50983ca6a373bb2d1d3db68e9eda4667a372,https://github.com/FreePBX/manager,MEDIUM,PARTIAL,LOW,2.7
Valeri Karpov,JavaScript,a45cfb6b0ce0067ae9794cfa80f7917e1fb3c6f8,https://github.com/Automattic/mongoose,,,,
Valeri Karpov,JavaScript,f3eca5b94d822225c04e96cbeed9f095afb3c31c,https://github.com/Automattic/mongoose,MEDIUM,PARTIAL,HIGH,5.2
Will Cosgrove,C,dedcbd106f8e52d5586b0205bc7677e4c9868f9c,https://github.com/libssh2/libssh2,MEDIUM,NONE,NONE,5.2
tbeu,C,5fa49ef9fc4368fe3d19b5fdaa36d8fa5e7f4606,https://github.com/tbeu/matio,MEDIUM,PARTIAL,HIGH,5.9
tbeu,C,651a8e28099edb5fbb9e4e1d4d3238848f446c9a,https://github.com/tbeu/matio,MEDIUM,NONE,NONE,4.2
John Cupitt,C,ce684dd008532ea0bf9d4a1d89bacb35f4a83f4d,https://github.com/libvips/libvips,MEDIUM,PARTIAL,HIGH,5.9
John Cupitt,C,2ab5aa7bf515135c2b02d42e9a72e4c98e17031a,https://github.com/libvips/libvips,MEDIUM,NONE,NONE,1.4
Kevin Atkinson,C++,80fa26c74279fced8d778351cff19d1d8f44fe4e,https://github.com/GNUAspell/aspell,MEDIUM,NONE,NONE,5.2
Even Rouault,C++,767e3a56144f676ca738ef8f700e0e56035bd05a,https://github.com/OSGeo/gdal,MEDIUM,PARTIAL,HIGH,5.9
Even Rouault,C++,148115fcc40f1651a5d15fa34c9a8c528e7147bb,https://github.com/OSGeo/gdal,HIGH,PARTIAL,HIGH,5.9
Even Rouault,C,21674033ee246f698887604c7af7ba1962a40ddf,https://github.com/OSGeo/gdal,MEDIUM,PARTIAL,HIGH,5.9
Tim Rühsen,C,e4d1558aa2c1c04a05066ee8600f37603890ba8c,https://github.com/libidn/libidn2,HIGH,PARTIAL,HIGH,5.9
Dov Grobgeld,C,034c6e9a1d296286305f4cfd1e0072b879f52568,https://github.com/fribidi/fribidi,MEDIUM,PARTIAL,HIGH,5.9
Alan Antonuk,C,fc85be7123050b91b054e45b91c78d3241a5047a,https://github.com/alanxz/rabbitmq-c,HIGH,PARTIAL,HIGH,5.9
keepkeyjon,C,b222c66cdd7c3203d917c80ba615082d309d80c3,https://github.com/keepkey/keepkey-firmware,HIGH,COMPLETE,HIGH,5.9
keepkeyjon,C,769714fcb569e7a4faff9530a2d9ac1f9d6e5680,https://github.com/keepkey/keepkey-firmware,MEDIUM,PARTIAL,HIGH,3.6
MrNerdHair,C,447c1f038a31378ab9589965c098467d9ea6cccc,https://github.com/keepkey/keepkey-firmware,MEDIUM,COMPLETE,HIGH,5.9
Yonghua Huang,C,25c0e3817eb332660dd63d1d4522e63dcc94e79a,https://github.com/projectacrn/acrn-hypervisor,MEDIUM,PARTIAL,HIGH,5.9
Yonghua Huang,C,154fe59531c12b82e26d1b24b5531f5066d224f5,https://github.com/projectacrn/acrn-hypervisor,MEDIUM,NONE,NONE,3.6
Shuo A Liu,C,2b3dedfb9ba13f15887f22b935d373f36c9a59fa,https://github.com/projectacrn/acrn-hypervisor,MEDIUM,NONE,NONE,3.6
nov,Ruby,ada16e772906efdd035e3df49cb2ae372f0f948a,https://github.com/nov/json-jwt,MEDIUM,PARTIAL,HIGH,3.6
Your Name,JavaScript,a3eb3c645cfd1f3d310c10e4fb1f2f64a4d5e45e,https://github.com/3s3s/opentrade,HIGH,PARTIAL,HIGH,5.9
Wictor Lund,C,dc317ac9cff859aa84eeabe03fb5004982545b3b,https://github.com/python/typed_ast,MEDIUM,NONE,NONE,3.6
Fotis Evangelou,PHP,d1344706c4b74c2ae7659b286b5a066117155124,https://github.com/getk2/k2,HIGH,PARTIAL,HIGH,5.9
Colin Verot,PHP,5a7505ddec956fdc9e9c071ae5089865559174f1,https://github.com/verot/class.upload.php,HIGH,PARTIAL,HIGH,5.9
sauls8t,Go,a4384210d4d0d6b18e6fdb7e155de96d4a1cf9f3,https://github.com/documize/community,MEDIUM,PARTIAL,LOW,2.7
Thang Tran,C++,d1615ba11a93062b1429fce9f0f638d1572d3418,https://github.com/opencv/opencv,MEDIUM,NONE,NONE,2.5
BuffaloWill,Ruby,0b8600414976a5ad733604c7b1428071baf239c2,https://github.com/SerpicoProject/Serpico,MEDIUM,NONE,NONE,3.6
PatR,C,f001de79542b8c38b1f8e6d7eaefbbd28ab94b47,https://github.com/NetHack/NetHack,HIGH,PARTIAL,HIGH,5.9
nethack.rankin,C,612755bfb5c412079795c68ba392df5d93874ed8,https://github.com/NetHack/NetHack,HIGH,PARTIAL,HIGH,5.9
Andreas Kling,C++,0fc24fe2564736689859e7edfa177a86dac36bf9,https://github.com/SerenityOS/serenity,MEDIUM,PARTIAL,HIGH,5.9
AnotherTest,C++,48fbf6a88d4822a1e5470cf08f29464511bd72c1,https://github.com/SerenityOS/serenity,MEDIUM,NONE,NONE,3.6
Idan Horowitz,C++,c9f25bca048443e317f1994ba9b106f2386688c3,https://github.com/SerenityOS/serenity,MEDIUM,PARTIAL,HIGH,5.9
Idan Horowitz,C++,4317db7498eaa5a37068052bb0310fbc6a5f78e4,https://github.com/SerenityOS/serenity,MEDIUM,NONE,NONE,5.2
ritt,C,eefdabb714f26192f585083ef96c8413e459a1d1,https://bitbucket.org/ritt/elog,MEDIUM,PARTIAL,LOW,2.7
ritt,C,993bed4923c88593cc6b1186e0d1b9564994a25a,https://bitbucket.org/ritt/elog,MEDIUM,PARTIAL,LOW,2.7
Zhipeng Xie,C,fdb9c9c03508990e4583046b590c30d958f272da,https://github.com/openSUSE/libsolv,MEDIUM,NONE,NONE,3.6
Kevin Backhouse,C++,f9308839198aca5e68a65194f151a1de92398f54,https://github.com/Exiv2/exiv2,MEDIUM,PARTIAL,HIGH,5.9
Kevin Backhouse,C++,783b3a6ff15ed6f82a8f8e6c8a6f3b84a9b04d4b,https://github.com/Exiv2/exiv2,MEDIUM,NONE,NONE,3.6
Michael Tuexen,C,790a7a2555aefb392a5a69923f1e9d17b4968467,https://github.com/sctplab/usrsctp,MEDIUM,NONE,NONE,3.6
Sean DuBois,Go,fd73a5df2ff0e1fb6ae6a51e2777d7a16cc4f4e0,https://github.com/pion/dtls,HIGH,PARTIAL,HIGH,5.9
Sean DuBois,Go,e0b2ce3592e8e7d73713ac67b363a2e192a4cecf,https://github.com/pion/dtls,MEDIUM,NONE,NONE,3.6
Sean DuBois,Go,a6397ff7282bc56dc37a68ea9211702edb4de1de,https://github.com/pion/dtls,MEDIUM,NONE,NONE,1.4
Sean DuBois,Go,d2f797183a9f044ce976e6df6f362662ca722412,https://github.com/pion/dtls,MEDIUM,PARTIAL,HIGH,3.6
Jonathan Hui,C++,b8c3161281f8e15873f8decabd8eac461717aefe,https://github.com/openthread/openthread,HIGH,PARTIAL,HIGH,5.9
Jonathan Hui,C++,c3a3a0c424322009fec3ab735fb20ce8f6e19e70,https://github.com/openthread/openthread,HIGH,PARTIAL,HIGH,5.9
John Reiser,C++,8be9da8280dfa69d5df4417d4d81bda1cab78010,https://github.com/upx/upx,MEDIUM,NONE,NONE,3.6
John Reiser,C++,eb90eab6325d009004ffb155e3e33f22d4d3ca26,https://github.com/upx/upx,,,NONE,3.6
John Reiser,C++,1bb93d4fce9f1d764ba57bf5ac154af515b3fc83,https://github.com/upx/upx,,,NONE,3.6
John Reiser,C++,e2f60adc95334f47e286838dac33160819c5d74d,https://github.com/upx/upx,,,NONE,3.6
John Reiser,C++,90279abdfcd235172eab99651043051188938dcc,https://github.com/upx/upx,MEDIUM,PARTIAL,HIGH,5.9
Bart Van Assche,C,5f881d3bf24599b90d67a45cae7a3eb099cd71c9,https://github.com/net-snmp/net-snmp,MEDIUM,NONE,NONE,3.6
Wes Hardaker,C,77f6c60f57dba0aaea5d8ef1dd94bcd0c8e6d205,https://github.com/net-snmp/net-snmp,HIGH,COMPLETE,HIGH,5.9
Reini Urban,C,9b6e0ff9ef02818df034fc42c3bd149a5ff89342,https://github.com/LibreDWG/libredwg,MEDIUM,PARTIAL,HIGH,5.9
Reini Urban,C,95cc9300430d35feb05b06a9badf678419463dbe,https://github.com/LibreDWG/libredwg,MEDIUM,NONE,NONE,5.2
Reini Urban,C,d7913b893bfa98fab27f05825dc4cab2d3a20c83,https://github.com/LibreDWG/libredwg,MEDIUM,NONE,NONE,3.6
Reini Urban,C,c6f6668b82bfe595899cc820279ac37bb9ef16f5,https://github.com/LibreDWG/libredwg,MEDIUM,NONE,NONE,3.6
Reini Urban,C,3f503dd294efc63a59608d8a16058c41d44ba13a,https://github.com/LibreDWG/libredwg,MEDIUM,NONE,NONE,5.2
Nils Knappmeier,JavaScript,f0589701698268578199be25285b2ebea1c1e427,https://github.com/handlebars-lang/handlebars.js,HIGH,PARTIAL,HIGH,5.9
Nils Knappmeier,JavaScript,b6d3de7123eebba603e321f04afdbae608e8fea8,https://github.com/handlebars-lang/handlebars.js,HIGH,PARTIAL,HIGH,5.9
David Norton,Go,761b557315ff9c1642cf3b0e5797cd3d983a24c0,https://github.com/influxdata/influxdb,HIGH,PARTIAL,HIGH,5.9
Duncan Overbruck,C,d5acd52e2a15c36a8e06f9103d35622933aa422d,https://github.com/Duncaen/OpenDoas,MEDIUM,PARTIAL,HIGH,5.9
Joel Sing,C,17c88164016df821df2dff4b2b1291291ec4f28a,https://github.com/libressl-portable/portable,MEDIUM,NONE,NONE,5.2
Kevin Atkinson,C++,0718b375425aad8e54e1150313b862e4c6fd324a,https://github.com/gnuaspell/aspell,MEDIUM,PARTIAL,HIGH,5.9
Eugene Pankov,Python,7aa146b724e0e20cfee2c71ca78fafbf53a8767c,https://github.com/ajenti/ajenti,MEDIUM,PARTIAL,HIGH,5.9
Mingtao Yang,C++,3b17ba10a82c71e7808760e027ac6af687e06074,https://github.com/facebook/wangle,MEDIUM,NONE,NONE,3.6
Kyle Nekritz,C++,5b3bceca875e4ea4ed9d14c20b20ce46c92c13c6,https://github.com/facebook/wangle,HIGH,PARTIAL,HIGH,5.9
Riccardo Schirone,C,e3a5d056633677959ad924a51758876d415e7046,https://github.com/rpm-software-management/libcomps,MEDIUM,PARTIAL,HIGH,5.9
Olav Morken,C,62041428a32de402e0be6ba45fe12df6a83bedb8,https://github.com/Uninett/mod_auth_mellon,MEDIUM,PARTIAL,LOW,2.7
Anton Tananaev,Java,d7f6c53fd88635885914013649b6807ec53227bf,https://github.com/traccar/traccar,HIGH,PARTIAL,HIGH,5.9
Anton Tananaev,Java,e4f6e74e57ab743b65d49ae00f6624a20ca0291e,https://github.com/traccar/traccar,MEDIUM,PARTIAL,HIGH,3.6
Anton Tananaev,Java,cc69a9907ac9878db3750aa14ffedb28626455da,https://github.com/traccar/traccar,LOW,PARTIAL,HIGH,4.0
Lou Berger,C,943d595a018e69b550db08cccba1d0778a86705a,https://github.com/FRRouting/frr,MEDIUM,NONE,NONE,3.6
NAKANO Hideo,Ruby,040a02c9d4b5dd2f91c5c29c0008a47cde6ee99a,https://github.com/shirasagi/shirasagi,MEDIUM,PARTIAL,LOW,2.7
tany,Ruby,6016948ea535e51b16535888af13df064a1a15d3,https://github.com/shirasagi/shirasagi,MEDIUM,PARTIAL,LOW,2.7
Matthew Noorenberghe,PHP,59cc65411f02c7e39a270fda3ecb4966d7b48d41,https://github.com/mnoorenberghe/ZoneMinder,MEDIUM,PARTIAL,LOW,2.7
cooltey,PHP,b2be52fd89b6fd4d69d63d504bc11742cd679ebe,https://github.com/cooltey/C.P.Sub,MEDIUM,PARTIAL,HIGH,3.6
Mix Abcprintf,PHP,71436ba5102010397519d4b25ea57591cfb4974c,https://github.com/abcprintf/upload-image-with-ajax,HIGH,PARTIAL,HIGH,5.9
Peter Sirka,JavaScript,6192491ab2631e7c1d317c221f18ea613e2c18a5,https://github.com/totaljs/framework,HIGH,PARTIAL,LOW,4.7
Peter Sirka,JavaScript,b3f901561d66ab799a4a99279893b94cad7ae4ff,https://github.com/totaljs/framework,HIGH,PARTIAL,LOW,3.4
Patriboom,PHP,9d2d3fcdea22e94f7b497f6ed83791ab3a31ee41,https://github.com/pixeline/bugs,HIGH,PARTIAL,HIGH,5.9
Klas Lindfors,C,e4bb58cc8b6202a421e65f8230217d8ae6e16eb5,https://github.com/Yubico/libu2f-host,MEDIUM,NONE,NONE,3.6
w8tcha,JavaScript,10f6169e39510bbf5af913886037044458b9dc9b,https://github.com/w8tcha/CKEditor-oEmbed-Plugin,HIGH,PARTIAL,HIGH,5.9
sneha-patil-synacor,Java,1df440e0efa624d1772a05fb6d397d9beb4bda1e,https://github.com/Zimbra/zm-mailbox,MEDIUM,PARTIAL,HIGH,3.6
John Plevyak,C++,8788a3cf255b647fd14e6b5e2585abaaedb28153,https://github.com/istio/envoy,MEDIUM,NONE,NONE,3.6
Stephen Stack,PHP,20f4e3d87e84663d922b937842fddd9af1b68dd9,https://github.com/rconfig/rconfig,MEDIUM,NONE,NONE,3.6
jacobtoppm,Python,5fe901e5d86ed02dbbb63039a897582951266afd,https://github.com/wagtail/wagtail,MEDIUM,NONE,NONE,1.4
Jochen Schalanda,Java,d87d1e4f8e20f6494c0232bf8560c961b46db634,https://github.com/dropwizard/dropwizard,HIGH,COMPLETE,HIGH,5.9
Jochen Schalanda,Java,d5a512f7abf965275f2a6b913ac4fe778e424242,https://github.com/dropwizard/dropwizard,HIGH,COMPLETE,HIGH,5.9
Markus Faßbender,PHP,ea5d6f114b151ed11ec0ad7cb47bd729e77a874a,https://github.com/Admidio/admidio,MEDIUM,NONE,NONE,3.6
Markus Faßbender,PHP,fcb0609abc1d2f65bc1377866bd678e5d891404b,https://github.com/Admidio/admidio,MEDIUM,PARTIAL,LOW,2.7
shopizer-ecommerce,Java,197f8c78c8f673b957e41ca2c823afc654c19271,https://github.com/shopizer-ecommerce/shopizer,LOW,PARTIAL,LOW,2.7
James Cramer,Python,ea3912c3d508ba81b280ef7d78648464f7f76fb8,https://github.com/simpleledger/Electron-Cash-SLP,MEDIUM,PARTIAL,HIGH,4.0
NGPixel,JavaScript,084dcd69d1591586ee4752101e675d5f0ac6dcdc,https://github.com/Requarks/wiki,MEDIUM,NONE,NONE,3.6
Nicolas Giard,JavaScript,a57d9af34c15adbf460dde6553d964efddf433de,https://github.com/Requarks/wiki,LOW,PARTIAL,LOW,2.7
NGPixel,JavaScript,5ffa189383dd716f12b56b8cae2ba0d075996cf1,https://github.com/Requarks/wiki,LOW,PARTIAL,LOW,2.7
NGPixel,JavaScript,414033de9dff66a327e3f3243234852f468a9d85,https://github.com/Requarks/wiki,MEDIUM,NONE,NONE,3.6
NGPixel,TypeScript,57b56d3a5b9c00358814e76f3ee5b4bb353ad62f,https://github.com/Requarks/wiki,LOW,PARTIAL,LOW,2.7
NGPixel,CoffeeScript,411802ec2f654bb5ed1126c307575b81e2361c6b,https://github.com/Requarks/wiki,LOW,PARTIAL,HIGH,3.6
Nicolas Giard,JavaScript,9e08718ee904046f8b2294ef6ac79e8a75a451e3,https://github.com/Requarks/wiki,MEDIUM,PARTIAL,LOW,2.7
Josh Buker,Ruby,0f116d223826895a73b12492f17486e5d54ab7a7,https://github.com/Sorcery/sorcery,MEDIUM,NONE,HIGH,5.9
Jean Boussier,Ruby,b70f451fe8abc0cff192c065d549778452e155bb,https://github.com/puma/puma,MEDIUM,NONE,NONE,3.6
Sergey Shepelev,Python,a1457cc31f3206cf691d11d2bf34e98865873e9e,https://github.com/httplib2/httplib2,MEDIUM,PARTIAL,HIGH,4.0
James M Snell,C,f8da73bd042f810f34d19f9eae02b46d870af394,https://github.com/nghttp2/nghttp2,MEDIUM,NONE,NONE,3.6
Zach Wasserman,C++,c3f9a3dae22d43ed3b4f6a403cbf89da4cba7c3c,https://github.com/osquery/osquery,LOW,PARTIAL,LOW,2.7
Daniel Mircea,Ruby,8dd52a1aed3d2fa2835d836de23fc0d8c4ff5db8,https://github.com/kaminari/kaminari,MEDIUM,PARTIAL,LOW,2.7
Luke Towers,PHP,6ae19a6e16ef3ba730692bc899851342c858bb94,https://github.com/rainlab/blog-plugin,LOW,PARTIAL,LOW,2.5
Bryan Boreham,CoffeeScript,a0ac81b3b4cae6d0dcaf3732fd91cedefc89f720,https://github.com/weaveworks/weave,HIGH,COMPLETE,HIGH,6.0
Brent Zundel,Python,55056f22c83b7c3520488b615e1577e0f895d75a,https://github.com/hyperledger/indy-node,MEDIUM,PARTIAL,HIGH,3.6
Alexander Matyushentsev,Go,af03b291d4b7e9d3ce9a6580ae9c8141af0e05cf,https://github.com/argoproj/argo-cd,MEDIUM,PARTIAL,HIGH,5.9
Eugen Hristev,C,7753914c9a622c245f3a3cf2af5e24b6a9904213,https://github.com/linux4sam/at91bootstrap,MEDIUM,PARTIAL,HIGH,5.9
Eugen Hristev,C,45419497309ffbf27c17ea7938499aca99168927,https://github.com/linux4sam/at91bootstrap,MEDIUM,PARTIAL,HIGH,5.2
Aidan Holm,C++,768f60da87a3fa0b5561da5ade9309577c176d04,https://github.com/crawl/crawl,HIGH,PARTIAL,HIGH,5.9
Aidan Holm,C++,fc522ff6eb1bbb85e3de60c60a45762571e48c28,https://github.com/crawl/crawl,HIGH,PARTIAL,HIGH,5.9
Michael Hudson-Doyle,Python,7db70650feaf513d7fb6f1ca07f2d670a0890613,https://github.com/CanonicalLtd/subiquity,LOW,NONE,NONE,1.4
Luca Deri,C,1ec621c85b9411cc611652fd57a892cfef478af3,https://github.com/ntop/nDPI,MEDIUM,PARTIAL,HIGH,5.9
Philippe Antoine,C,3bbb0cd3296023f6f922c71d21a1c374d2b0a435,https://github.com/ntop/nDPI,MEDIUM,NONE,NONE,3.6
Philippe Antoine,C,7ce478a58b4dd29a8d1e6f4e9df2f778613d9202,https://github.com/ntop/nDPI,HIGH,PARTIAL,HIGH,5.9
Philippe Antoine,C,b69177be2fbe01c2442239a61832c44e40136c05,https://github.com/ntop/nDPI,MEDIUM,NONE,NONE,3.6
Luca Deri,C,8e7b1ea7a136cc4e4aa9880072ec2d69900a825e,https://github.com/ntop/nDPI,MEDIUM,NONE,NONE,5.2
Luca Deri,C,61066fb106efa6d3d95b67e47b662de208b2b622,https://github.com/ntop/nDPI,MEDIUM,NONE,NONE,5.2
Ulya Trofimovich,C++,c4603ba5ce229db83a2a4fb93e6d4b4e3ec3776a,https://github.com/skvadrik/re2c,MEDIUM,PARTIAL,HIGH,5.9
gburton,PHP,8d0fb97810bc28880415a3a31607f473bfc5fec8,https://github.com/gburton/CE-Phoenix,MEDIUM,PARTIAL,LOW,2.7
Mark Unwin,PHP,6ffc7f9032c55eaa1c37cf5e070809b7211c7e9a,https://github.com/Opmantek/open-audit,HIGH,COMPLETE,HIGH,5.9
Mark Unwin,PHP,c7595cbb092e410a487f03c0eb536cf19e538860,https://github.com/Opmantek/open-audit,HIGH,PARTIAL,HIGH,5.9
Mark Unwin,PHP,e37b64bbd0219f03cb71cc1cd5bb010166a2b846,https://github.com/Opmantek/open-audit,MEDIUM,PARTIAL,LOW,2.7
Mark Unwin,PHP,d27b649283aa6a01a15e5a3df1520d7aa69a5e18,https://github.com/Opmantek/open-audit,MEDIUM,NONE,NONE,3.6
Robin Watts,C,0726320a4b55078e9d8deb590e477d598b3da66e,https://github.com/ArtifexSoftware/jbig2dec,HIGH,PARTIAL,HIGH,5.9
ᴜɴᴋɴᴡᴏɴ,Go,6e51f4546368d959a1f9f173d16e5f20c55deb56,https://github.com/sourcegraph/sourcegraph,MEDIUM,NONE,NONE,1.4
AntonKueltz,C++,e592f106edd5acf6dacedfab2ad16fe6c735c9d1,https://github.com/AntonKueltz/fastecdsa,MEDIUM,NONE,NONE,3.6
AntonKueltz,Python,7b64e3efaa806b4daaf73bb5172af3581812f8de,https://github.com/AntonKueltz/fastecdsa,MEDIUM,NONE,NONE,3.6
JediKev,PHP,fc4c8608fa122f38673b9dddcb8fef4a15a9c884,https://github.com/osticket/osticket,LOW,PARTIAL,LOW,2.7
Guiyao,C,cb761412e299ef907f22cd7c4146d50c8a792003,https://github.com/gssapi/gssproxy,HIGH,PARTIAL,HIGH,5.9
Daniel Marzini,PHP,545e0586320ae6f16204ba548cf533ef75dc2fbd,https://github.com/iubenda/iubenda-cookie-class,MEDIUM,PARTIAL,LOW,2.7
KMcB,JavaScript,30e29ed2cdaec8684d60a6d12ea07b611c765a12,https://github.com/mjmlio/mjml,MEDIUM,NONE,NONE,2.7
Maciej Jurczak,C,4647a68e364401e81dbd370728127d844f221d93,https://github.com/mjurczak/mbed-coap,MEDIUM,NONE,NONE,3.6
Christophe Vandeplas,Python,3ccde66dab4096ab5663e69f352992cc73e1160b,https://github.com/MISP/MISP-maltego,HIGH,PARTIAL,HIGH,5.9
Sergei Golubchik,C,2759b87d72926b7c9b5426437a7c8dd15ff57945,https://github.com/mariadb-corporation/mariadb-connector-c,MEDIUM,PARTIAL,HIGH,5.9
Sehrope Sarkuni,Java,14b62aca4764d496813f55a43d050b017e01eb65,https://github.com/pgjdbc/pgjdbc,MEDIUM,PARTIAL,LOW,5.5
Vladimir Sitnikov,Java,f4d0ed69c0b3aae8531d83d6af4c57f22312c813,https://github.com/pgjdbc/pgjdbc,HIGH,PARTIAL,HIGH,5.9
Sehrope Sarkuni,Java,739e599d52ad80f8dcd6efedc6157859b1a9d637,https://github.com/pgjdbc/pgjdbc,,,HIGH,5.9
Kevin McCarthy,C,3e88866dc60b5fa6aaba6fd7c1710c12c1c3cd01,https://github.com/muttmua/mutt,MEDIUM,NONE,NONE,3.6
Vernon Mauery,C++,b265455a2518ece7c004b43c144199ec980fc620,https://github.com/openbmc/phosphor-host-ipmid,MEDIUM,PARTIAL,HIGH,5.9
Rolf Schmidt,Ruby,6e56aee25439b7a3211a6704a9d60453ad623ae4,https://github.com/zammad/zammad,MEDIUM,PARTIAL,LOW,2.5
Rolf Schmidt,Ruby,28944de180a88698509a656f61558bf9d7f810f4,https://github.com/zammad/zammad,MEDIUM,PARTIAL,HIGH,3.6
Rolf Schmidt,Ruby,cf5a5e396058d4b134dd33d0a62b11c1733c98ab,https://github.com/zammad/zammad,MEDIUM,NONE,NONE,1.4
Brad House,C,1cc7e83c3bdfaafbc5919c95025592d8de3a170e,https://github.com/c-ares/c-ares,LOW,NONE,NONE,1.4
Jan Henning Thorsen,Perl,54d1763ac65c05aad27ad454b4e5a62ba8352d39,https://github.com/Nordaaker/convos,MEDIUM,NONE,NONE,1.4
ziajka,C,2eb0d1dab6a6de76cf3556130a2d52af101077db,https://github.com/GNS3/ubridge,MEDIUM,NONE,NONE,3.6
Alexandre-Xavier Labonté-Lamoureux,C,8a6d9a02fa991a91ff90ccdc73b5ceabaa6cb9ec,https://github.com/AXDOOMER/doom-vanille,HIGH,PARTIAL,HIGH,5.9
Oliver Hader,PHP,fa29ffd3e8b275782a8600d2406e1b1e5e16ae75,https://github.com/FriendsOfTYPO3/mediace,HIGH,PARTIAL,HIGH,5.9
Anton Kaliaev,Go,e2d6859afd7dba4cf97c7f7d412e7d8fc908d1cd,https://github.com/tendermint/tendermint,MEDIUM,NONE,NONE,1.4
Anton Kaliaev,Go,480b995a31727593f58b361af979054d17d84340,https://github.com/tendermint/tendermint,MEDIUM,NONE,NONE,3.6
Callum,Go,a2a6852ab99e4a0f9e79f0ea8c1726e262e25c76,https://github.com/tendermint/tendermint,MEDIUM,NONE,NONE,3.6
Oliver Hader,PHP,85d3e70dff35a99ef53f4b561114acfa9e5c47e1,https://github.com/TYPO3/TYPO3.CMS,MEDIUM,PARTIAL,HIGH,5.9
Hanno Böck,Python,83a6b55c0435c69f447488b791555e6078803143,https://github.com/schokokeksorg/freewvs,MEDIUM,NONE,NONE,1.4
Hanno Böck,Python,18bbf2043e53f69e0119d24f8ae4edb274afb9b2,https://github.com/schokokeksorg/freewvs,LOW,NONE,NONE,1.4
Min RK,Python,3dfe870a7f5e98e2e398b01996ca6b8eff4bb1d0,https://github.com/jupyterhub/kubespawner,MEDIUM,PARTIAL,HIGH,5.2
Baptiste Jonglez,Python,8d77cf5d5646e1d2d8ded13f0660638f57e98471,https://github.com/spiral-project/ihatemoney,MEDIUM,PARTIAL,HIGH,3.6
Florian Alpers,Java,44ceb8e2e7e888391e8a941127171d6366770df3,https://github.com/intranda/goobi-viewer-core,MEDIUM,NONE,NONE,3.6
Arthur Cinader,TypeScript,3a3a5eee5ffa48da1352423312cb767de14de269,https://github.com/parse-community/parse-server,MEDIUM,NONE,NONE,1.4
Manuel,TypeScript,9fd4516cde5c742f9f29dd05468b4a43a85639a6,https://github.com/parse-community/parse-server,MEDIUM,PARTIAL,LOW,4.2
Ludovic Fernandez,Go,e63db782c11c7b8bfce30be4c902e7ef8f9f33d2,https://github.com/containous/traefik,MEDIUM,PARTIAL,LOW,2.7
Barış Soner Uşaklı,TypeScript,c8b2fc46dc698db687379106b3f01c71b80f495f,https://github.com/NodeBB/NodeBB,MEDIUM,NONE,NONE,1.4
Barış Soner Uşaklı,JavaScript,1783f918bc19568f421473824461ff2ed7755e4c,https://github.com/NodeBB/NodeBB,MEDIUM,PARTIAL,LOW,2.7
Barış Soner Uşaklı,JavaScript,04dab1d550cdebf4c1567bca9a51f8b9ca48a500,https://github.com/NodeBB/NodeBB,MEDIUM,NONE,NONE,3.6
Daniel Fahlke,PHP,7c526bc6a6a51b57a1bab4c60f104dc36cde347a,https://github.com/OpenMage/magento-lts,MEDIUM,PARTIAL,HIGH,5.8
Mark Lewis,PHP,26433d15b57978fcb7701b5f99efe8332ca8630b,https://github.com/OpenMage/magento-lts,MEDIUM,PARTIAL,HIGH,5.9
Matt Forster,TypeScript,457b859450a37cba10ff3c431eb4aa67771122e3,https://github.com/autovance/ftp-srv,MEDIUM,PARTIAL,HIGH,5.8
lachlan-00,PHP,e92cb6154c32c513b9c07e5fdbf5ac7de81ef5ed,https://github.com/ampache/ampache,HIGH,PARTIAL,HIGH,5.9
lachlan,PHP,c9453841e1b517a1660c3da1efd1fe5d623c93a5,https://github.com/ampache/ampache,LOW,PARTIAL,LOW,2.7
ryuring,PHP,568d4cab5ba1cdee7bbf0133c676d02a98f6d7bc,https://github.com/baserproject/basercms,LOW,PARTIAL,LOW,2.7
psychobunny,JavaScript,cf43beedb05131937ef46f365ab0a0c6fa6ac618,https://github.com/psychobunny/nodebb-plugin-blog-comments,MEDIUM,PARTIAL,HIGH,5.2
Michael Zillgith,C,cfa94cbf10302bedc779703f874ee2e8387a0721,https://github.com/mz-automation/libiec61850,MEDIUM,NONE,NONE,3.6
